100,115
200,765
300,462
400,105
500,362
600,330
700,481
800,385
900,442
1000,895
1100,319
1200,497
1300,908
1400,505
1500,585
1600,426
1700,204
1800,394
1900,293
2000,498
2100,476
2200,177
2300,682
2400,493
2500,356
2600,816
2700,511
2800,604
2900,629
3000,736
3100,893
3200,907
3300,2
3400,580
3500,648
3600,889
3700,897
3800,987
3900,892
4000,608
4100,321
4200,241
4300,319
4400,298
4500,341
4600,788
4700,191
4800,550
4900,694
5000,479
5100,604
5200,728
5300,306
5400,775
5500,950
5600,952
5700,315
5800,372
5900,857
6000,806
6100,280
6200,390
6300,103
6400,890
6500,842
6600,785
6700,115
6800,505
6900,46
7000,660
7100,723
7200,26
7300,899
7400,966
7500,757
7600,983
7700,533
7800,437
7900,937
8000,478
8100,459
8200,677
8300,273
8400,305
8500,66
8600,62
8700,815
8800,109
8900,426
9000,433
9100,222
9200,925
9300,920
9400,647
9500,7
9600,747
9700,968
9800,694
9900,792
10000,92
10100,372
10200,447
10300,112
10400,121
10500,385
10600,98
10700,540
10800,558
10900,653
11000,17
11100,11
11200,501
11300,576
11400,29
11500,184
11600,239
11700,508
11800,119
11900,650
12000,355
12100,408
12200,161
12300,565
12400,726
12500,255
12600,580
12700,24
12800,503
12900,523
13000,753
13100,144
13200,790
13300,548
13400,568
13500,328
13600,562
13700,405
13800,816
13900,634
14000,264
14100,254
14200,970
14300,546
14400,691
14500,734
14600,468
14700,650
14800,968
14900,116
15000,866
15100,935
15200,908
15300,353
15400,54
15500,465
15600,554
15700,148
15800,272
15900,154
16000,500
16100,369
16200,880
16300,265
16400,416
16500,915
16600,617
16700,32
16800,291
16900,225
17000,631
17100,490
17200,77
17300,137
17400,688
17500,212
17600,795
17700,757
17800,800
17900,142
18000,671
18100,289
18200,949
18300,143
18400,518
18500,566
18600,729
18700,162
18800,445
18900,124
19000,499
19100,185
19200,924
19300,237
19400,73
19500,244
19600,391
19700,291
19800,70
19900,792
20000,853
